Date,Dif,COEPCOFF Index,COENOIL Index,BCOMCO Index,BCOMKC Index,COP REGN Curncy
2019-01-01,-1.0990000000000002,209.09,669.73,234.171,8.4911,3249.75
2019-01-02,-0.9499999999999997,209.09,669.73,239.0024,8.2952,3238.35
2019-01-03,-1.3999999999999995,209.09,669.73,243.5292,8.5161,3244.0
2019-01-04,-1.6550000000000002,209.09,669.73,248.3606,8.4702,3192.57
2019-01-07,-1.6950000000000003,209.09,669.73,249.5358,8.5661,3208.56
2019-01-08,-1.6879999999999997,209.09,669.73,255.5859,8.7579,3165.96
2019-01-09,-1.6550000000000002,209.09,669.73,267.3808,8.7787,3127.93
2019-01-10,-1.6750000000000003,209.09,669.73,268.3339,8.6912,3136.25
2019-01-11,-1.6959999999999997,209.09,669.73,263.21,8.6578,3152.78
2019-01-14,-1.706,209.09,669.73,257.0364,8.5661,3140.75
2019-01-15,-1.6450000000000005,209.09,669.73,263.8256,8.4452,3142.05
2019-01-16,-1.6750000000000003,209.09,669.73,265.9877,8.5369,3117.63
2019-01-17,-1.6959999999999997,209.09,669.73,265.1661,8.5369,3133.3
2019-01-18,-1.6870000000000003,209.09,669.73,271.0472,8.7495,3124.75
2019-01-21,-1.6870000000000003,209.09,669.73,271.0472,8.7495,3121.66
2019-01-22,-1.6979999999999995,209.09,669.73,266.031,8.6161,3145.77
2019-01-23,-1.7070000000000003,209.09,669.73,264.5175,8.6203,3146.1
2019-01-24,-1.697,209.09,669.73,265.1229,8.7787,3171.35
2019-01-25,-1.7070000000000003,209.09,669.73,266.8958,8.9038,3151.5
2019-01-28,-1.717,209.09,669.73,259.0688,8.5578,3159.02
2019-01-29,-1.7070000000000003,209.09,669.73,265.0364,8.5536,3155.43
2019-01-30,-1.717,209.09,669.73,266.5066,8.5119,3163.92
2019-01-31,-1.5270000000000001,252.04,666.17,263.4796,8.8287,3107.0
2019-02-01,-1.6359999999999997,252.04,666.17,271.5228,8.6453,3090.42
2019-02-04,-1.706,252.04,666.17,270.6147,8.8037,3088.02
2019-02-05,-1.7070000000000003,252.04,666.17,268.4093,8.7412,3089.4
2019-02-06,-1.726,252.04,666.17,271.3066,8.7954,3105.13
2019-02-07,-1.7300000000000004,252.04,666.17,266.5066,8.6953,3118.2
2019-02-08,-1.7409999999999997,252.04,666.17,268.2364,8.5544,3116.2
2019-02-11,-1.7100000000000004,252.04,666.17,266.031,8.3599,3139.7
2019-02-12,-1.7200000000000002,252.04,666.17,269.8363,8.3804,3126.6
2019-02-13,-1.729,252.04,666.17,274.939,8.2737,3131.1
2019-02-14,-1.7200000000000002,252.04,666.17,279.0039,8.205,3151.52
2019-02-15,-1.6789999999999998,252.04,666.17,286.3552,8.2212,3141.79
2019-02-18,-1.682,252.04,666.17,286.3552,8.2212,3126.35
2019-02-19,-1.7150000000000003,252.04,666.17,287.4363,8.1565,3141.4
2019-02-20,-1.7209999999999996,252.04,666.17,290.2903,8.201,3110.7
2019-02-21,-1.7179999999999995,252.04,666.17,290.5497,8.0432,3123.55
2019-02-22,-1.7079999999999997,252.04,666.17,290.8092,8.0877,3105.75
2019-02-25,-1.729,252.04,666.17,280.6903,8.0756,3105.55
2019-02-26,-1.7300000000000004,252.04,666.17,282.6363,7.8289,3083.45
2019-02-27,-1.737,252.04,666.17,287.9119,8.0028,3071.18
2019-02-28,-1.5270000000000001,201.05,639.28,286.7444,7.9624,3080.38
2019-03-01,-1.729,201.05,639.28,281.3822,8.1039,3096.13
2019-03-04,-1.726,201.05,639.28,283.9768,7.8734,3093.71
2019-03-05,-1.7250000000000005,201.05,639.28,284.7984,8.0594,3099.93
2019-03-06,-1.7250000000000005,201.05,639.28,285.3606,7.9826,3106.2
2019-03-07,-1.7250000000000005,201.05,639.28,286.7011,7.833,3143.35
2019-03-08,-1.717,201.05,639.28,284.2439,7.9664,3174.5
2019-03-11,-1.729,201.05,639.28,287.7759,7.8613,3178.55
2019-03-12,-1.7179999999999995,201.05,639.28,288.1658,7.7642,3150.75
2019-03-13,-1.7050000000000005,201.05,639.28,291.9804,7.8977,3145.52
2019-03-14,-1.6850000000000005,201.05,639.28,290.4621,7.8572,3144.65
2019-03-15,-1.6440000000000001,201.05,639.28,290.0283,7.9098,3124.08
2019-03-18,-1.694,201.05,639.28,291.1996,7.833,3102.54
2019-03-19,-1.6850000000000005,201.05,639.28,291.4598,7.8168,3094.65
2019-03-20,-1.637,201.05,639.28,294.9735,7.6631,3092.59
2019-03-21,-1.6700000000000004,201.05,639.28,292.5009,7.6672,3082.08
2019-03-22,-1.7079999999999997,201.05,639.28,288.4233,7.5944,3126.06
2019-03-25,-1.7079999999999997,201.05,639.28,288.6402,7.6227,3126.06
2019-03-26,-1.7079999999999997,201.05,639.28,291.0694,7.7116,3145.52
2019-03-27,-1.709,201.05,639.28,290.0717,7.5903,3186.45
2019-03-28,-1.6779999999999995,201.05,639.28,289.5078,7.6025,3191.0
2019-03-29,-1.4600000000000004,201.05,639.28,291.5466,7.6429,3186.0
2019-04-01,-1.6470000000000002,186.02,617.19,297.5328,7.4488,3146.74
2019-04-02,-1.6470000000000002,186.02,617.19,299.0077,7.4124,3143.2
2019-04-03,-1.6350000000000002,186.02,617.19,298.9209,7.7116,3128.68
2019-04-04,-1.6470000000000002,186.02,617.19,299.3981,7.7076,3132.9
2019-04-05,-1.646,186.02,617.19,303.3455,7.5378,3126.35
2019-04-08,-1.646,186.02,617.19,306.2953,7.5177,3115.22
2019-04-09,-1.6559999999999997,186.02,617.19,304.3432,7.5705,3105.18
2019-04-10,-1.657,186.02,617.19,309.2884,7.6206,3095.67
2019-04-11,-1.669,186.02,617.19,305.3843,7.3007,3113.59
2019-04-12,-1.6679999999999997,186.02,617.19,308.2473,7.3204,3109.0
2019-04-15,-1.6400000000000001,186.02,617.19,306.8592,7.3952,3136.17
2019-04-16,-1.6400000000000001,186.02,617.19,308.898,7.3204,3160.71
2019-04-17,-1.6050000000000004,186.02,617.19,308.3774,7.0605,3160.87
2019-04-18,-1.6050000000000004,186.02,617.19,309.8523,7.3165,3160.48
2019-04-19,-1.6050000000000004,186.02,617.19,309.8523,7.3165,3160.48
2019-04-22,-1.646,186.02,617.19,318.3545,7.3125,3139.4
2019-04-23,-1.646,186.02,617.19,320.5234,7.344,3177.88
2019-04-24,-1.666,186.02,617.19,320.3065,7.2732,3195.23
2019-04-25,-1.6559999999999997,186.02,617.19,319.3955,7.3519,3233.0
2019-04-26,-1.6479999999999997,186.02,617.19,310.7199,7.411,3237.98
2019-04-29,-1.626,186.02,617.19,310.3295,7.2968,3247.87
2019-04-30,-1.346,176.88,755.9,312.5851,7.3362,3233.95
2019-05-01,-1.5659999999999998,176.88,755.9,313.1057,7.1747,3233.95
2019-05-02,-1.6079999999999997,176.88,755.9,306.9026,7.2102,3262.9
2019-05-03,-1.6789999999999998,176.88,755.9,307.3363,7.1353,3240.52
2019-05-06,-1.689,176.88,755.9,309.0281,7.0999,3254.1
2019-05-07,-1.6700000000000004,176.88,755.9,303.1286,6.9306,3297.0
2019-05-08,-1.6800000000000002,176.88,755.9,305.3589,6.9739,3290.09
2019-05-09,-1.702,176.88,755.9,305.0091,7.155,3278.0
2019-05-10,-1.7100000000000004,176.88,755.9,305.6505,7.1511,3274.25
2019-05-13,-1.7300000000000004,176.88,755.9,304.2465,7.0566,3274.3
2019-05-14,-1.7189999999999999,176.88,755.9,308.5941,7.1629,3284.72
2019-05-15,-1.6300000000000003,176.88,755.9,311.2559,7.1905,3296.2
2019-05-16,-1.6809999999999996,176.88,755.9,314.4945,7.218,3290.14
2019-05-17,-1.6920000000000002,176.88,755.9,312.4981,7.0093,3290.27
2019-05-20,-1.722,176.88,755.9,312.2319,7.0802,3341.81
2019-05-21,-1.7330000000000005,176.88,755.9,312.8087,7.3165,3344.45
2019-05-22,-1.7430000000000003,176.88,755.9,306.6865,7.2259,3335.85
2019-05-23,-1.745,176.88,755.9,290.8486,7.3637,3378.2
2019-05-24,-1.7469999999999999,176.88,755.9,295.1075,7.348,3358.77
2019-05-27,-1.7459999999999996,176.88,755.9,295.1075,7.348,3358.68
2019-05-28,-1.7069999999999999,176.88,755.9,300.4755,7.5646,3379.55
2019-05-29,-1.714,176.88,755.9,297.1483,7.8363,3352.8
2019-05-30,-1.7130000000000005,176.88,755.9,286.2792,8.0607,3363.98
2019-05-31,-1.6230000000000002,135.77,697.59,271.3286,8.2379,3379.0
2019-06-03,-1.7130000000000005,135.77,697.59,268.2231,8.171,3379.0
2019-06-04,-1.725,135.77,697.59,270.9737,8.3206,3292.38
2019-06-05,-1.7159999999999997,135.77,697.59,264.0973,7.8048,3305.98
2019-06-06,-1.717,135.77,697.59,268.4893,8.0371,3291.27
2019-06-07,-1.7280000000000002,135.77,697.59,275.8537,7.9505,3268.75
2019-06-10,-1.7259999999999995,135.77,697.59,272.1271,7.7648,3258.72
2019-06-11,-1.7309999999999999,135.77,697.59,272.6151,7.6385,3259.01
2019-06-12,-1.742,135.77,697.59,262.5889,7.7952,3269.0
2019-06-13,-1.762,135.77,697.59,268.1788,7.6609,3268.13
2019-06-14,-1.762,135.77,697.59,270.6631,7.5303,3273.88
2019-06-17,-1.702,135.77,697.59,266.138,7.5457,3285.9
2019-06-18,-1.7209999999999996,135.77,697.59,272.0828,7.419,3255.7
2019-06-19,-1.751,135.77,697.59,270.7962,7.5226,3241.0
2019-06-20,-1.7500000000000004,135.77,697.59,282.8631,7.8183,3193.99
2019-06-21,-1.7389999999999999,135.77,697.59,285.9242,7.73,3203.05
2019-06-24,-1.7189999999999999,135.77,697.59,284.7264,7.9105,3203.05
2019-06-25,-1.6979999999999995,135.77,697.59,285.1701,8.2523,3190.68
2019-06-26,-1.6789999999999998,135.77,697.59,291.4253,8.1447,3183.94
2019-06-27,-1.6879999999999997,135.77,697.59,291.3366,8.1947,3197.65
2019-06-28,-1.6109999999999998,135.77,697.59,287.2108,8.4059,3211.65
2019-07-01,-1.6909999999999998,143.0,621.23,288.6304,8.5518,3211.65
2019-07-02,-1.604,143.0,621.23,276.8297,8.4212,3209.95
2019-07-03,-1.5530000000000004,143.0,621.23,283.1293,8.7284,3195.35
2019-07-04,-1.552,143.0,621.23,283.1293,8.7284,3198.11
2019-07-05,-1.5220000000000002,143.0,621.23,284.9482,8.5326,3210.13
2019-07-08,-1.6300000000000003,143.0,621.23,284.4159,8.1716,3217.98
2019-07-09,-1.6589999999999998,143.0,621.23,284.7181,8.2523,3218.5
2019-07-10,-1.649,143.0,621.23,297.1184,8.1332,3206.5
2019-07-11,-1.7000000000000002,143.0,621.23,294.9868,8.2139,3199.35
2019-07-12,-1.749,143.0,621.23,295.4514,8.1908,3192.9
2019-07-15,-1.649,143.0,621.23,293.2125,8.4673,3190.9
2019-07-16,-1.6389999999999998,143.0,621.23,283.988,8.1063,3199.95
2019-07-17,-1.6400000000000001,143.0,621.23,281.2117,8.2484,3185.25
2019-07-18,-1.649,143.0,621.23,274.5397,8.3406,3176.5
2019-07-19,-1.7009999999999996,143.0,621.23,277.7638,8.2407,3173.4
2019-07-22,-1.7109999999999999,143.0,621.23,280.8535,8.0718,3175.88
2019-07-23,-1.7109999999999999,143.0,621.23,284.0328,7.8567,3188.57
2019-07-24,-1.7030000000000003,143.0,621.23,280.9431,7.7569,3198.8
2019-07-25,-1.6950000000000003,143.0,621.23,281.57,7.73,3217.58
2019-07-26,-1.7069999999999999,143.0,621.23,281.8834,7.6609,3237.55
2019-07-29,-1.717,143.0,621.23,283.0029,7.7684,3285.01
2019-07-30,-1.7269999999999999,143.0,621.23,287.3912,7.6417,3302.82
2019-07-31,-1.5680000000000005,196.49,745.29,289.0481,7.6532,3280.19
2019-08-01,-1.9300000000000002,196.49,745.29,268.4945,7.4689,3340.85
2019-08-02,-1.9300000000000002,196.49,745.29,274.5845,7.538,3384.5
2019-08-05,-1.9889999999999999,196.49,745.29,265.763,7.346,3456.41
2019-08-06,-2.0110000000000006,196.49,745.29,262.0911,7.4535,3428.23
2019-08-07,-2.0210000000000004,196.49,745.29,250.4486,7.442,3428.23
2019-08-08,-2.029,196.49,745.29,255.4191,7.4809,3369.32
2019-08-09,-2.009,196.49,745.29,260.5686,7.4718,3395.5
2019-08-12,-1.9989999999999997,196.49,745.29,261.0612,7.2116,3426.76
2019-08-13,-1.9589999999999996,196.49,745.29,272.7933,7.3937,3412.98
2019-08-14,-1.9889999999999999,196.49,745.29,264.5092,7.2603,3459.13
2019-08-15,-1.9410000000000003,196.49,745.29,258.7775,7.2677,3471.73
2019-08-16,-1.9900000000000002,196.49,745.29,260.4343,7.1453,3426.75
2019-08-19,-2.0100000000000002,196.49,745.29,265.1809,7.0304,3426.75
2019-08-20,-1.9930000000000003,196.49,745.29,266.7929,7.0637,3408.98
2019-08-21,-2.0210000000000004,196.49,745.29,268.0467,7.1676,3377.6
2019-08-22,-2.029,196.49,745.29,266.4347,7.2158,3390.5
2019-08-23,-2.022,196.49,745.29,263.3002,7.1231,3423.0
2019-08-26,-2.023,196.49,745.29,260.2552,7.2306,3444.77
2019-08-27,-1.9730000000000003,196.49,745.29,264.3301,7.2046,3469.98
2019-08-28,-2.003,196.49,745.29,268.3602,7.2343,3477.05
2019-08-29,-2.005,196.49,745.29,270.8678,7.0637,3439.08
2019-08-30,-1.9639999999999995,196.49,745.29,265.3152,7.1824,3442.35
2019-09-02,-1.96,210.96,698.51,265.3152,7.1824,3459.0
2019-09-03,-1.944,210.96,698.51,260.8821,7.086,3443.23
2019-09-04,-1.9030000000000005,210.96,698.51,271.8082,7.1638,3397.7
2019-09-05,-1.904,210.96,698.51,272.9276,7.0749,3380.8
2019-09-06,-1.9650000000000003,210.96,698.51,275.5696,7.1972,3357.25
2019-09-09,-1.992,210.96,698.51,280.2714,7.2862,3371.82
2019-09-10,-1.9700000000000002,210.96,698.51,279.3623,7.5346,3362.52
2019-09-11,-1.9570000000000003,210.96,698.51,272.4601,7.6681,3375.05
2019-09-12,-1.9050000000000002,210.96,698.51,270.2877,7.683,3366.6
2019-09-13,-1.9059999999999997,210.96,698.51,269.1915,7.6199,3363.5
2019-09-16,-1.6750000000000003,210.96,698.51,305.6593,7.7349,3364.48
2019-09-17,1.1440000000000001,210.96,698.51,287.9765,7.4419,3385.48
2019-09-18,-1.556,210.96,698.51,283.8429,7.4419,3373.75
2019-09-19,-2.1559999999999997,210.96,698.51,286.5527,7.2936,3384.75
2019-09-20,-2.245,210.96,698.51,285.6801,7.2973,3416.2
2019-09-23,-2.2550000000000003,210.96,698.51,287.9306,7.3418,3437.0
2019-09-24,-2.1450000000000005,210.96,698.51,280.9034,7.353,3435.25
2019-09-25,-2.0950000000000006,210.96,698.51,278.0099,7.4864,3431.52
2019-09-26,-2.256,210.96,698.51,279.5255,7.479,3448.38
2019-09-27,-2.2859999999999996,210.96,698.51,276.4483,7.4827,3459.8
2019-09-30,-1.7559999999999998,159.33,725.03,268.5944,7.5013,3477.03
2019-10-01,-2.226,159.33,725.03,267.1706,7.5161,3496.1
2019-10-02,-2.2550000000000003,159.33,725.03,261.9806,7.4605,3497.36
2019-10-03,-2.2650000000000006,159.33,725.03,262.0724,7.568,3450.55
2019-10-04,-2.2859999999999996,159.33,725.03,265.1956,7.3418,3436.0
2019-10-07,-2.276,159.33,725.03,265.563,7.1935,3452.48
2019-10-08,-2.2550000000000003,159.33,725.03,265.2875,7.0971,3453.45
2019-10-09,-2.256,159.33,725.03,265.6549,7.0786,3467.75
2019-10-10,-2.256,159.33,725.03,269.3752,6.934,3459.13
2019-10-11,-2.256,159.33,725.03,276.1268,6.9488,3431.02
2019-10-14,-2.256,159.33,725.03,271.5338,7.0341,3431.46
2019-10-15,-2.106,159.33,725.03,268.8699,7.0044,3451.7
2019-10-16,-2.056,159.33,725.03,271.7176,6.9377,3459.27
2019-10-17,-2.1550000000000002,159.33,725.03,273.0954,6.8895,3451.5
2019-10-18,-2.2270000000000003,159.33,725.03,271.3961,7.0971,3425.65
2019-10-21,-2.247,159.33,725.03,269.513,7.1453,3448.52
2019-10-22,-2.237,159.33,725.03,273.0036,7.3344,3432.2
2019-10-23,-2.239,159.33,725.03,279.5715,7.2491,3393.85
2019-10-24,-2.25,159.33,725.03,281.9598,7.1527,3406.07
2019-10-25,-2.2720000000000002,159.33,725.03,283.5214,7.3752,3395.73
2019-10-28,-2.293,159.33,725.03,281.3168,7.4531,3395.25
2019-10-29,-2.3000000000000003,159.33,725.03,281.2249,7.3381,3377.02
2019-10-30,-2.29,159.33,725.03,276.6779,7.3678,3389.65
2019-10-31,-2.3520000000000003,187.88,800.33,273.8303,7.5606,3379.55
2019-11-01,-2.5300000000000002,187.88,800.33,283.3377,7.7126,3325.7
2019-11-04,-2.5500000000000003,187.88,800.33,285.3586,7.6867,3339.19
2019-11-05,-2.5300000000000002,187.88,800.33,289.1707,7.8461,3311.93
2019-11-06,-2.537,187.88,800.33,283.5673,8.0093,3338.0
2019-11-07,-2.547,187.88,800.33,286.0934,8.0908,3319.77
2019-11-08,-2.546,187.88,800.33,287.0998,8.1152,3339.41
2019-11-11,-2.546,187.88,800.33,285.6056,7.864,3341.01
2019-11-12,-2.535,187.88,800.33,285.3817,7.8283,3409.0
2019-11-13,-2.5359999999999996,187.88,800.33,286.7596,7.9925,3428.85
2019-11-14,-2.526,187.88,800.33,286.1003,8.0177,3453.9
2019-11-15,-2.516,187.88,800.33,290.6214,7.8846,3426.23
2019-11-18,-2.5450000000000004,187.88,800.33,286.4771,7.8523,3442.27
2019-11-19,-2.5359999999999996,187.88,800.33,279.4599,7.633,3439.5
2019-11-20,-2.537,187.88,800.33,286.2416,7.9781,3442.7
2019-11-21,-2.529,187.88,800.33,292.8819,8.3592,3420.4
2019-11-22,-2.5309999999999997,187.88,800.33,290.2446,8.3161,3425.0
2019-11-25,-2.5500000000000003,187.88,800.33,291.6575,8.5498,3435.15
2019-11-26,-2.5730000000000004,187.88,800.33,294.389,8.4024,3475.95
2019-11-27,-2.5630000000000006,187.88,800.33,293.4,8.5174,3509.02
2019-11-28,-2.5630000000000006,187.88,800.33,293.4,8.5174,3513.0
2019-11-29,-2.459,187.88,800.33,281.8618,8.5606,3516.93
2019-12-02,-2.4800000000000004,189.18,632.74,283.6514,8.7727,3508.77
2019-12-03,-2.561,189.18,632.74,283.0862,8.9021,3504.4
2019-12-04,-2.5700000000000003,189.18,632.74,292.929,8.7187,3471.0
2019-12-05,-2.5620000000000003,189.18,632.74,294.2477,8.9776,3458.45
2019-12-06,-2.5630000000000006,189.18,632.74,298.5333,8.974,3425.13
2019-12-09,-2.549,189.18,632.74,298.0153,9.2329,3418.88
2019-12-10,-2.556,189.18,632.74,298.863,9.5852,3405.35
2019-12-11,-2.5650000000000004,189.18,632.74,295.8489,9.7219,3376.3
2019-12-12,-2.575,189.18,632.74,298.0153,9.8693,3373.05
2019-12-13,-2.564,189.18,632.74,302.5834,9.4127,3375.85
2019-12-16,-2.4850000000000003,189.18,632.74,303.337,9.9915,3354.55
2019-12-17,-2.5650000000000004,189.18,632.74,306.822,9.614,3343.04
2019-12-18,-2.5759999999999996,189.18,632.74,307.1987,9.578,3327.55
2019-12-19,-2.5759999999999996,189.18,632.74,308.8941,9.1466,3315.5
2019-12-20,-2.5759999999999996,189.18,632.74,307.0574,9.3983,3331.7
2019-12-23,-2.5850000000000004,189.18,632.74,308.0935,9.01,3312.75
2019-12-24,-2.5829999999999997,189.18,632.74,311.5785,9.3048,3299.0
2019-12-25,-2.5829999999999997,189.18,632.74,311.5785,9.3048,3299.0
2019-12-26,-2.587,189.18,632.74,314.4042,9.1538,3286.2
2019-12-27,-2.5789999999999997,189.18,632.74,314.9222,9.5277,3301.25
2019-12-30,-2.5709999999999997,189.18,632.74,313.9804,9.5025,3287.5
2019-12-31,-2.561,234.29,691.07,310.825,9.3264,3277.14
2020-01-01,-2.561,234.29,691.07,310.825,9.3264,3277.14
2020-01-02,-2.574,234.29,691.07,312.0024,9.1394,3255.95
2020-01-03,-2.566,234.29,691.07,323.0696,9.0855,3263.95
2020-01-06,-2.566,234.29,691.07,324.5296,8.7835,3262.05
2020-01-07,-2.552,234.29,691.07,321.5155,8.8014,3273.0
2020-01-08,-2.559,234.29,691.07,308.1877,8.5677,3246.88
2020-01-09,-2.5600000000000005,234.29,691.07,307.8146,8.4383,3255.98
2020-01-10,-2.5620000000000003,234.29,691.07,305.9641,8.5534,3271.95
2020-01-13,-2.5700000000000003,234.29,691.07,302.3557,8.237,3269.45
2020-01-14,-2.5570000000000004,234.29,691.07,303.446,8.2621,3286.52
2020-01-15,-2.547,234.29,691.07,301.0415,8.219,3298.9
2020-01-16,-2.5570000000000004,234.29,691.07,303.7826,8.1219,3322.4
2020-01-17,-2.567,234.29,691.07,304.5039,8.0644,3332.0
2020-01-20,-2.5650000000000004,234.29,691.07,304.5039,8.0644,3332.52
2020-01-21,-2.567,234.29,691.07,303.5902,7.9853,3353.52
2020-01-22,-2.567,234.29,691.07,297.05,7.9817,3332.38
2020-01-23,-2.5679999999999996,234.29,691.07,291.4716,8.0968,3360.96
2020-01-24,-2.5779999999999994,234.29,691.07,284.6429,7.9206,3366.05
2020-01-27,-2.5789999999999997,234.29,691.07,278.9202,7.6653,3400.13
2020-01-28,-2.5789999999999997,234.29,691.07,280.1706,7.5539,3385.6
2020-01-29,-2.5789999999999997,234.29,691.07,280.6034,7.3381,3389.05
2020-01-30,-2.527,234.29,691.07,274.1113,7.2986,3414.75
2020-01-31,-2.509,242.39,551.27,271.322,7.3813,3420.65
2020-02-03,-2.519,242.39,551.27,262.6178,7.0397,3395.75
2020-02-04,-2.507,242.39,551.27,260.3095,7.0577,3361.45
2020-02-05,-2.518,242.39,551.27,266.5612,7.0289,3362.48
2020-02-06,-2.518,242.39,551.27,265.7436,7.0577,3380.15
2020-02-07,-2.5279999999999996,242.39,551.27,263.5315,7.0721,3414.45
2020-02-10,-2.526,242.39,551.27,257.6165,7.2067,3453.7
2020-02-11,-2.527,242.39,551.27,260.6942,7.2281,3420.43
2020-02-12,-2.535,242.39,551.27,268.8695,7.2409,3388.63
2020-02-13,-2.5359999999999996,242.39,551.27,271.1297,7.5182,3376.52
2020-02-14,-2.526,242.39,551.27,275.073,7.8459,3392.1
2020-02-17,-2.5279999999999996,242.39,551.27,275.073,7.8459,3397.77
2020-02-18,-2.506,242.39,551.27,276.5638,7.6697,3407.73
2020-02-19,-2.5150000000000006,242.39,551.27,282.3827,7.6803,3391.07
2020-02-20,-2.5079999999999996,242.39,551.27,282.7674,7.3949,3403.5
2020-02-21,-2.526,242.39,551.27,278.6317,7.7684,3381.61
2020-02-24,-2.5250000000000004,242.39,551.27,268.1962,7.5323,3432.47
2020-02-25,-2.5150000000000006,242.39,551.27,260.9347,7.6451,3430.44
2020-02-26,-2.526,242.39,551.27,253.9617,7.7966,3451.74
2020-02-27,-2.5250000000000004,242.39,551.27,248.768,7.7331,3476.44
2020-02-28,-2.5079999999999996,242.39,551.27,238.8615,7.8459,3529.05
2020-03-02,-2.518,208.76,571.65,249.5855,8.1453,3495.55
2020-03-03,-2.4650000000000007,208.76,571.65,249.3931,8.6104,3459.59
2020-03-04,-2.8779999999999997,208.76,571.65,245.8826,8.3426,3473.82
2020-03-05,-2.987,208.76,571.65,240.4004,7.8459,3522.0
2020-03-06,-3.007,208.76,571.65,217.702,7.5676,3586.14
2020-03-09,-3.019,208.76,571.65,166.2127,7.6944,3792.83
2020-03-10,-3.0,208.76,571.65,180.1653,8.0573,3795.93
2020-03-11,-2.9570000000000003,208.76,571.65,175.7957,7.8952,3849.96
2020-03-12,-2.9050000000000002,208.76,571.65,167.5886,7.6697,3951.57
2020-03-13,-3.007,208.76,571.65,168.0456,7.5218,3981.25
2020-03-16,-3.8470000000000004,208.76,571.65,151.5473,7.3209,4090.0
2020-03-17,-3.5629999999999997,208.76,571.65,145.9259,7.2293,4022.8
2020-03-18,-3.9949999999999997,208.76,571.65,129.3819,7.631,4100.77
2020-03-19,-4.027,208.76,571.65,145.3775,7.941,4106.38
2020-03-20,-4.005,208.76,571.65,139.9847,8.4342,4092.34
2020-03-23,-4.025,208.76,571.65,142.6354,8.5435,4092.34
2020-03-24,-4.0,208.76,571.65,145.9716,8.85,4104.03
2020-03-25,-3.9650000000000003,208.76,571.65,148.8051,9.1565,4079.91
2020-03-26,-3.895,208.76,571.65,143.001,8.783,3990.35
2020-03-27,-3.77,208.76,571.65,141.2643,8.163,4037.79
2020-03-30,-3.5900000000000003,208.76,571.65,136.1,8.4061,4060.75
2020-03-31,-3.5450000000000004,163.18,625.31,135.5516,8.4237,4055.75
2020-04-01,-3.523,163.18,625.31,128.1479,8.1735,4063.5
2020-04-02,-3.5900000000000003,163.18,625.31,146.7029,8.4096,4049.5
2020-04-03,-3.583,163.18,625.31,162.1501,8.096,4015.0
2020-04-06,-3.49,163.18,625.31,159.4537,8.2193,3978.85
2020-04-07,-3.451,163.18,625.31,157.6256,8.4483,3910.77
2020-04-08,-3.455,163.18,625.31,160.5048,8.4406,3895.2
2020-04-09,-3.455,163.18,625.31,156.2088,8.3578,3895.2
2020-04-10,-3.455,163.18,625.31,156.2088,8.3578,3895.2
2020-04-13,-3.388,163.18,625.31,159.5451,8.4257,3871.75
2020-04-14,-3.42,163.18,625.31,153.421,8.2641,3854.08
2020-04-15,-3.49,163.18,625.31,143.6865,8.4631,3892.78
2020-04-16,-3.5330000000000004,163.18,625.31,144.1893,8.3584,3931.11
2020-04-17,-3.5610000000000004,163.18,625.31,144.3264,8.2082,3940.98
2020-04-20,-3.57,163.18,625.31,133.495,8.0476,3977.8
2020-04-21,-3.595,163.18,625.31,105.6626,7.7858,4047.6
2020-04-22,-3.6,163.18,625.31,109.9586,7.8242,4032.16
2020-04-23,-3.5930000000000004,163.18,625.31,113.2948,7.8486,4022.77
2020-04-24,-3.56,163.18,625.31,113.3862,7.4541,4043.2
2020-04-27,-3.5300000000000002,163.18,625.31,105.4341,7.4157,4060.55
2020-04-28,-3.552,163.18,625.31,103.9259,7.5135,4042.31
2020-04-29,-3.5850000000000004,163.18,625.31,110.7355,7.3529,3924.3
2020-04-30,-3.585,146.6,443.73,121.0184,7.4227,3942.86
2020-05-01,-3.595,146.6,443.73,120.8356,7.4087,3942.86
2020-05-04,-3.103,146.6,443.73,124.309,7.4855,3988.38
2020-05-05,-3.105,146.6,443.73,141.5386,7.7264,3933.23
2020-05-06,-3.108,146.6,443.73,135.8258,7.7229,3965.09
2020-05-07,-3.115,146.6,443.73,134.6376,7.6112,3924.38
2020-05-08,-3.096,146.6,443.73,141.7456,7.7963,3893.9
2020-05-11,-3.09,146.6,443.73,135.5064,7.7334,3898.13
2020-05-12,-3.063,146.6,443.73,136.2017,7.496,3881.85
2020-05-13,-3.075,146.6,443.73,132.4827,7.3354,3912.86
2020-05-14,-3.113,146.6,443.73,138.9063,7.4506,3942.82
2020-05-15,-3.0780000000000003,146.6,443.73,143.4762,7.4611,3914.45
2020-05-18,-3.083,146.6,443.73,153.0039,7.5239,3852.52
2020-05-19,-3.093,146.6,443.73,152.7021,7.4751,3834.55
2020-05-20,-3.1180000000000003,146.6,443.73,157.2289,7.3773,3814.7
2020-05-21,-3.09,146.6,443.73,158.7809,7.3145,3769.55
2020-05-22,-3.057,146.6,443.73,155.8062,7.2341,3780.68
2020-05-25,-3.057,146.6,443.73,155.8062,7.2341,3780.68
2020-05-26,-3.009,146.6,443.73,160.3329,7.3389,3727.77
2020-05-27,-3.053,146.6,443.73,154.9439,7.1573,3733.65
2020-05-28,-3.065,146.6,443.73,157.3582,6.9199,3699.4
2020-05-29,-3.093,146.6,443.73,164.5579,6.7244,3732.0
2020-06-01,-2.6189999999999998,134.75,429.9,165.6788,6.8641,3718.97
