Date,Dif Rates,Rate_BRL,Rate_CHI,Rate_COP
2025-11-10,-4.781,5.301,938.8,3754.4
2025-11-11,-4.783,5.2734,934.55,3736.47
2025-11-12,-4.753,5.2924,930.1,3707.02
2025-11-13,-4.734,5.2991,928.75,3745.98
2025-11-14,-4.784,5.2974,927.25,3755.13
2025-11-17,-4.734,5.328,923.46,3755.94
2025-11-18,-4.796000000000001,5.3238,932.83,3722.17
2025-11-19,-4.8260000000000005,5.3333,931.63,3713.67
2025-11-20,-4.824999999999999,5.3385,929.46,3763.92
2025-11-21,-4.802,5.4032,939.43,3807.4
2025-11-24,-4.768999999999999,5.3898,940.12,3801.71
2025-11-25,-4.7170000000000005,5.3859,935.5,3813.3
2025-11-26,-4.673000000000001,5.3337,926.37,3729.34
2025-11-27,-4.660000000000001,5.354,928.94,3743.55
2025-11-28,-4.537999999999999,5.3351,927.9,3755.34
2025-12-01,-4.492,5.3559,929.8,3815.61
2025-12-02,-4.542,5.3279,921.78,3811.0
2025-12-03,-4.694,5.3109,919.18,3763.79
2025-12-04,-4.766,5.312,918.08,3799.05
2025-12-05,-4.741,5.4506,923.66,3842.61
2025-12-09,-4.785,5.4399,925.63,3864.73
2025-12-10,-4.821,5.4718,923.06,3839.77
2025-12-11,-5.061,5.4058,914.14,3802.73
2025-12-12,-5.056000000000001,5.4181,907.69,3800.46
2025-12-15,-4.977,5.4191,915.38,3830.05
2025-12-16,-5.037000000000001,5.4675,914.63,3843.64
2025-12-17,-5.037000000000001,5.5145,917.93,3864.8
2025-12-18,-5.067,5.5223,910.53,3859.92
2025-12-19,-5.066000000000001,5.5434,910.32,3823.85
2025-12-22,-5.048,5.5915,909.25,3783.35
2025-12-23,-5.068,5.5285,907.47,3760.55
2025-12-24,-5.07,5.5402,904.35,3736.1
2025-12-26,-4.976000000000001,5.5435,907.66,3697.0
2025-12-29,-4.993,5.5728,915.43,3748.3
2025-12-30,-5.034999999999999,5.4749,899.31,3777.62
