Date,Rate_BRL,Rate_CHI,Gold,Rate_COP
2016-06-30,3.2126,663.26,1321.9,2920.46
2016-07-01,3.2353,661.1,1341.35,2932.91
2016-07-04,3.2696,657.49,1350.79,2932.91
2016-07-05,3.3036,663.33,1356.45,2981.81
2016-07-06,3.3298,662.66,1363.78,3001.73
2016-07-07,3.3675,665.95,1360.45,2987.35
2016-07-08,3.2997,659.75,1366.33,2933.32
2016-07-11,3.3093,660.86,1355.4,2936.31
2016-07-12,3.2956,659.7,1333.1,2919.5
2016-07-13,3.2636,656.51,1342.64,2937.15
2016-07-14,3.2503,650.95,1335.23,2916.66
2016-07-15,3.2819,652.35,1337.45,2923.47
2016-07-18,3.2542,648.73,1328.85,2921.06
2016-07-19,3.2485,651.18,1332.01,2927.98
2016-07-20,3.2594,650.83,1316.06,2928.49
2016-07-21,3.2719,650.88,1331.43,2942.31
2016-07-22,3.2558,650.46,1322.73,2950.65
2016-07-25,3.2877,658.8,1315.6,3013.48
2016-07-26,3.2761,661.21,1320.26,3058.3
2016-07-27,3.2621,667.13,1340.08,3084.85
2016-07-28,3.2923,663.73,1335.75,3094.0
2016-07-29,3.2491,655.68,1351.28,3070.88
2016-08-01,3.265,657.82,1353.15,3088.18
2016-08-02,3.2598,655.78,1363.57,3102.29
2016-08-03,3.238,656.77,1358.18,3094.72
2016-08-04,3.1932,656.35,1361.15,3083.25
2016-08-05,3.1649,656.91,1336.0,3037.5
2016-08-08,3.1737,654.21,1335.31,2998.43
2016-08-09,3.1451,652.63,1340.73,2986.04
2016-08-10,3.1265,648.96,1346.61,2942.27
2016-08-11,3.1442,642.93,1338.78,2891.25
2016-08-12,3.1933,649.42,1335.97,2930.45
2016-08-16,3.2022,651.53,1346.24,2902.5
2016-08-17,3.2056,658.15,1348.73,2911.95
2016-08-18,3.2393,656.37,1352.36,2880.25
2016-08-19,3.2037,660.59,1341.47,2857.25
2016-08-22,3.2007,668.58,1339.09,2889.65
2016-08-23,3.2344,671.41,1337.56,2923.0
2016-08-24,3.225,670.15,1324.13,2943.0
2016-08-25,3.2347,663.32,1321.97,2896.5
2016-08-26,3.2653,668.18,1321.18,2903.2
2016-08-29,3.23,671.35,1323.38,2919.25
2016-08-30,3.2418,674.82,1311.11,2942.91
2016-08-31,3.2263,679.97,1308.97,2971.77
2016-09-02,3.2569,671.73,1325.21,2954.03
2016-09-07,3.2569,661.6,1345.18,2859.75
2016-09-08,3.2111,664.18,1338.3,2842.1
2016-09-09,3.2732,670.56,1327.83,2918.65
2016-09-12,3.2474,670.15,1327.82,2936.91
2016-09-13,3.313,678.28,1319.05,2976.21
2016-09-14,3.3448,674.38,1322.94,2949.68
2016-09-15,3.3021,670.63,1314.75,2928.5
2016-09-16,3.2624,675.13,1310.35,2957.4
2016-09-19,3.2727,674.67,1313.19,2918.39
2016-09-20,3.2593,671.28,1314.84,2914.5
2016-09-21,3.2048,665.1,1335.17,2891.77
2016-09-22,3.2207,659.32,1337.07,2881.76
2016-09-23,3.245,661.06,1337.56,2915.66
2016-09-26,3.24,661.75,1337.95,2921.41
2016-09-27,3.2346,662.78,1327.32,2886.8
2016-09-28,3.2153,661.75,1321.54,2910.7
2016-09-29,3.2593,657.86,1320.37,2892.47
2016-09-30,3.2613,657.32,1315.87,2881.3
2016-10-03,3.2095,659.9,1311.6,2929.13
2016-10-04,3.2585,663.35,1268.44,2975.88
2016-10-05,3.221,664.95,1266.85,2928.94
2016-10-06,3.2282,666.75,1254.38,2904.05
2016-10-07,3.2183,669.78,1257.08,2926.4
2016-10-10,3.2074,667.93,1259.65,2913.96
2016-10-11,3.1941,667.25,1252.8,2914.07
2016-10-12,3.1857,666.98,1255.25,2897.35
2016-10-13,3.1782,671.33,1258.09,2918.41
2016-10-14,3.2059,670.43,1251.03,2922.11
2016-10-17,3.2042,670.19,1255.85,2915.67
2016-10-18,3.187,668.33,1262.5,2906.46
2016-10-19,3.1686,665.6,1269.23,2917.2
2016-10-20,3.1411,666.78,1265.76,2929.57
2016-10-21,3.1565,666.31,1266.46,2933.16
2016-10-24,3.1221,659.17,1264.44,2938.47
2016-10-25,3.1125,653.33,1273.87,2936.09
2016-10-26,3.1401,653.95,1267.1,2971.75
2016-10-27,3.1661,649.86,1268.4,2960.0
2016-10-28,3.2007,649.2,1275.47,2988.5
2016-10-31,3.1939,651.18,1277.21,3006.78
2016-11-01,3.2318,667.5,1288.2,3047.27
2016-11-02,3.3424,649.46,1296.81,3071.05
2016-11-03,3.242,651.78,1302.7,3072.67
2016-11-04,3.2355,657.51,1305.06,3060.49
2016-11-07,3.2061,653.54,1281.64,3070.4
2016-11-08,3.1702,646.78,1275.68,2951.98
2016-11-09,3.2264,649.8,1277.98,3000.65
2016-11-10,3.3942,656.84,1259.2,3116.15
2016-11-11,3.4035,669.32,1227.64,3032.07
2016-11-14,3.4348,670.16,1221.35,3100.12
2016-11-15,3.3424,669.83,1228.73,3119.9
2016-11-16,3.4267,674.95,1224.99,3132.47
2016-11-17,3.4207,675.09,1216.42,3158.34
2016-11-18,3.3825,678.58,1207.89,3180.61
2016-11-21,3.3517,674.38,1214.23,3149.34
2016-11-22,3.3558,677.47,1212.32,3151.39
2016-11-23,3.3907,680.19,1188.32,3173.95
2016-11-24,3.3962,679.23,1181.67,3187.97
2016-11-25,3.4132,679.66,1183.56,3173.0
2016-11-28,3.3875,675.03,1194.0,3140.5
2016-11-29,3.3925,673.64,1188.31,3159.47
2016-11-30,3.3857,674.19,1173.2,3072.3
2016-12-01,3.4643,674.69,1171.69,3072.94
2016-12-02,3.4768,670.95,1177.43,3089.14
2016-12-05,3.4235,665.51,1170.38,3038.46
2016-12-06,3.4103,663.53,1169.85,3002.94
2016-12-07,3.393,656.51,1173.98,3004.6
2016-12-08,3.375,666.21,1170.78,3004.0
2016-12-09,3.3803,651.49,1159.86,3005.98
2016-12-12,3.3381,649.35,1162.22,2993.32
2016-12-13,3.3344,650.97,1158.54,2972.25
2016-12-14,3.3721,655.53,1142.95,2962.8
2016-12-15,3.3651,666.11,1128.5,3002.18
2016-12-16,3.3897,673.45,1134.88,3007.24
2016-12-20,3.3505,675.83,1132.35,2995.71
2016-12-21,3.331,672.37,1131.61,2995.28
2016-12-22,3.2912,676.02,1128.38,2996.25
2016-12-23,3.2699,674.06,1133.3,2998.68
2016-12-26,3.28,672.86,1136.04,2996.6
2016-12-27,3.2725,666.21,1138.78,2997.6
2016-12-28,3.2769,671.79,1141.67,3026.0
2016-12-29,3.2539,666.29,1158.19,3002.5
2016-12-30,3.25,670.68,1147.5,3000.71
2017-01-02,3.286,659.74,1153.17,3000.71
2017-01-03,3.265,670.68,1158.84,2982.8
2017-01-04,3.2213,671.55,1163.65,2969.45
2017-01-05,3.1991,661.8,1180.12,2931.63
2017-01-06,3.2224,667.8,1172.63,2922.27
2017-01-09,3.2,671.48,1181.1,2919.01
2017-01-10,3.1939,670.24,1187.88,2945.16
2017-01-11,3.1971,671.28,1191.62,2973.78
2017-01-12,3.1873,663.01,1195.43,2922.38
2017-01-13,3.2182,659.74,1197.34,2947.38
2017-01-16,3.2409,659.74,1202.73,2941.35
2017-01-17,3.2112,659.74,1217.07,2919.41
2017-01-18,3.2231,659.07,1204.3,2934.66
2017-01-19,3.2015,660.04,1204.85,2946.8
2017-01-20,3.1744,656.91,1210.32,2922.01
2017-01-23,3.1646,653.72,1218.23,2929.75
2017-01-24,3.1708,651.78,1208.94,2926.59
2017-01-25,3.1675,649.16,1200.69,2926.43
2017-01-26,3.1744,650.16,1188.5,2940.39
2017-01-27,3.141,651.02,1191.2,2933.05
2017-01-30,3.1266,648.35,1195.7,2931.73
2017-01-31,3.1486,647.24,1210.72,2920.06
2017-02-01,3.1282,647.32,1209.84,2905.33
2017-02-02,3.1214,643.6,1215.96,2877.9
2017-02-03,3.123,638.88,1220.3,2851.81
2017-02-06,3.1182,640.25,1235.53,2856.4
2017-02-07,3.1203,647.45,1233.85,2856.27
2017-02-08,3.1156,648.03,1241.53,2880.69
2017-02-09,3.127,646.27,1228.36,2860.81
2017-02-10,3.1154,639.88,1233.62,2855.17
2017-02-13,3.1104,642.81,1225.26,2874.14
2017-02-14,3.0846,641.7,1228.13,2875.81
2017-02-15,3.0569,639.11,1233.7,2870.0
2017-02-16,3.0893,638.8,1239.04,2875.88
2017-02-17,3.0991,644.79,1234.6,2891.56
2017-02-20,3.0879,641.18,1238.47,2883.85
2017-02-21,3.0965,643.45,1235.74,2901.43
2017-02-22,3.0655,642.11,1237.44,2895.12
2017-02-23,3.0636,641.43,1249.56,2869.02
2017-02-24,3.1097,646.25,1257.19,2890.34
2017-02-27,3.1018,646.58,1252.73,2896.44
2017-02-28,3.1018,650.38,1248.44,2921.61
2017-03-01,3.0935,650.76,1249.69,2934.93
2017-03-02,3.1533,654.82,1234.25,2972.1
2017-03-03,3.1161,657.83,1234.81,2980.9
2017-03-06,3.137,660.83,1225.29,2972.25
2017-03-07,3.1189,659.18,1215.86,2955.08
2017-03-08,3.17,662.55,1208.31,2993.84
2017-03-09,3.193,665.08,1201.24,2998.06
2017-03-10,3.1419,664.1,1204.64,2983.5
2017-03-13,3.1528,666.7,1204.3,2984.1
2017-03-14,3.1686,669.08,1199.12,2997.5
2017-03-15,3.1044,670.53,1219.88,2970.06
2017-03-16,3.1189,662.21,1226.61,2921.6
2017-03-17,3.0911,662.23,1229.26,2913.55
2017-03-20,3.0721,660.47,1234.24,2913.04
2017-03-21,3.0879,659.2,1244.81,2918.38
2017-03-22,3.0875,662.93,1248.84,2920.53
2017-03-23,3.14,663.27,1245.2,2918.37
2017-03-24,3.1085,660.43,1243.57,2896.15
2017-03-27,3.1265,664.47,1254.86,2919.02
2017-03-28,3.1409,666.25,1251.82,2908.59
2017-03-29,3.1199,663.45,1253.45,2881.9
2017-03-30,3.1502,663.16,1242.64,2883.27
2017-03-31,3.1224,660.25,1249.2,2873.98
2017-04-03,3.115,658.6,1253.5,2870.72
2017-04-04,3.0933,660.51,1256.28,2865.58
2017-04-05,3.1209,658.36,1255.76,2859.55
2017-04-06,3.1435,656.77,1251.7,2855.96
2017-04-07,3.1465,655.78,1254.53,2862.82
2017-04-10,3.1318,653.0,1254.68,2865.19
2017-04-11,3.1373,654.47,1274.86,2875.88
2017-04-12,3.1261,653.65,1286.78,2872.66
2017-04-17,3.0988,645.64,1284.71,2852.69
2017-04-18,3.1077,648.75,1289.76,2839.02
2017-04-19,3.1516,656.54,1280.21,2869.54
2017-04-20,3.148,649.6,1281.9,2851.04
2017-04-21,3.137,652.63,1284.44,2876.18
2017-04-24,3.1281,655.22,1276.31,2871.7
2017-04-25,3.1472,661.81,1264.13,2900.02
2017-04-26,3.1736,665.2,1269.22,2929.48
2017-04-27,3.1839,663.82,1264.3,2938.9
2017-04-28,3.1765,667.4,1268.28,2940.17
2017-05-02,3.1519,668.27,1256.76,2940.92
2017-05-03,3.1666,669.43,1238.17,2928.75
2017-05-04,3.1886,676.1,1228.16,2979.57
2017-05-05,3.1766,671.97,1228.01,2947.35
2017-05-08,3.1985,678.08,1226.23,2959.72
2017-05-09,3.1903,677.8,1221.23,2973.45
2017-05-10,3.1675,672.15,1219.1,2942.45
2017-05-11,3.14,672.0,1225.04,2926.4
2017-05-12,3.1231,671.26,1228.43,2918.96
2017-05-15,3.1098,668.24,1230.82,2879.3
2017-05-16,3.0963,666.7,1237.24,2880.16
2017-05-17,3.1395,669.18,1261.36,2898.98
2017-05-18,3.3709,675.19,1247.07,2925.23
2017-05-19,3.2534,668.96,1255.93,2885.13
2017-05-22,3.2666,670.83,1260.63,2904.54
2017-05-23,3.2701,674.23,1251.22,2906.21
2017-05-24,3.278,672.4,1258.73,2906.89
2017-05-25,3.2737,669.41,1255.67,2915.89
2017-05-26,3.26,672.08,1266.76,2908.54
2017-05-30,3.2581,674.9,1263.09,2915.12
2017-05-31,3.2266,672.6,1268.92,2917.2
2017-06-01,3.2506,672.14,1265.96,2889.95
2017-06-02,3.2452,669.48,1279.17,2894.5
2017-06-05,3.297,668.65,1279.8,2896.0
2017-06-06,3.2779,668.58,1294.39,2892.29
2017-06-07,3.2697,669.06,1287.15,2913.96
2017-06-08,3.2614,666.01,1278.01,2917.27
2017-06-09,3.2967,663.49,1266.76,2916.61
2017-06-12,3.3189,661.23,1266.18,2929.58
2017-06-13,3.3151,661.32,1266.55,2930.64
2017-06-14,3.2751,659.92,1260.86,2932.22
2017-06-15,3.2976,665.66,1253.98,2949.32
2017-06-16,3.293,664.45,1253.73,2960.47
2017-06-20,3.3277,663.9,1243.01,3030.58
2017-06-21,3.3363,665.32,1246.48,3057.5
2017-06-22,3.3422,663.56,1250.51,3024.43
2017-06-23,3.3428,661.36,1256.71,3021.45
2017-06-27,3.3143,662.11,1247.17,3028.7
2017-06-28,3.2803,662.78,1249.27,3019.48
2017-06-29,3.3038,665.15,1245.51,3048.0
2017-06-30,3.3072,663.8,1241.61,3043.11
2017-07-04,3.3099,663.72,1223.42,3042.12
2017-07-05,3.2887,665.92,1227.04,3081.9
2017-07-06,3.2985,665.67,1225.22,3092.81
2017-07-07,3.2816,667.23,1212.46,3085.5
2017-07-10,3.2558,657.51,1214.36,3060.16
2017-07-11,3.2547,666.42,1217.72,3057.52
2017-07-12,3.208,663.33,1220.51,3045.34
2017-07-13,3.2123,660.73,1217.58,3042.23
2017-07-14,3.18,657.35,1228.7,3022.53
2017-07-17,3.1821,659.72,1234.11,3027.56
2017-07-18,3.1564,655.63,1242.47,3010.41
2017-07-19,3.1489,653.69,1241.25,3008.5
2017-07-21,3.1434,651.4,1254.98,3008.54
2017-07-24,3.1469,651.64,1255.3,3027.81
2017-07-25,3.1727,650.35,1250.06,3027.33
2017-07-26,3.138,647.79,1260.53,3015.74
2017-07-27,3.1505,649.4,1259.15,3002.4
2017-07-28,3.1321,653.96,1269.64,2999.32
2017-07-31,3.1266,651.3,1269.44,2983.72
2017-08-01,3.1263,652.73,1268.76,2973.0
2017-08-02,3.1136,651.39,1266.65,2964.6
2017-08-03,3.1147,649.14,1268.6,2951.84
2017-08-04,3.1316,650.29,1258.88,2985.56
2017-08-08,3.1265,648.5,1260.96,2994.53
2017-08-09,3.1557,648.16,1277.3,3005.5
2017-08-10,3.1753,648.28,1286.53,2994.9
2017-08-11,3.1937,646.71,1289.31,2972.09
2017-08-14,3.1894,648.07,1282.15,2965.03
2017-08-15,3.1701,642.98,1271.53,2974.4
2017-08-16,3.1525,645.43,1283.11,2967.82
2017-08-17,3.1751,645.88,1288.15,2988.71
2017-08-18,3.1472,646.47,1284.13,2989.31
2017-08-22,3.1618,640.95,1285.08,2984.55
2017-08-23,3.1416,640.9,1290.96,2978.98
2017-08-24,3.1482,638.45,1286.4,2957.95
2017-08-25,3.159,634.83,1291.35,2920.55
2017-08-28,3.1672,628.18,1310.13,2944.06
2017-08-29,3.1641,625.44,1309.23,2931.53
2017-08-31,3.1491,626.74,1321.43,2948.17
2017-09-01,3.1404,624.28,1325.23,2928.08
2017-09-04,3.1411,624.52,1333.87,2928.45
2017-09-06,3.1,618.47,1334.22,2911.57
2017-09-07,3.1399,614.28,1349.22,2906.28
2017-09-12,3.1256,622.26,1331.81,2907.01
2017-09-13,3.1351,627.28,1322.37,2909.83
2017-09-14,3.1205,624.4,1329.74,2897.83
2017-09-15,3.1104,625.75,1320.18,2897.32
2017-09-18,3.1362,626.25,1307.44,2907.95
2017-09-19,3.136,626.25,1311.15,2903.43
2017-09-20,3.1349,620.35,1301.1,2891.8
2017-09-21,3.1374,625.08,1291.2,2916.32
2017-09-22,3.124,624.35,1297.3,2906.26
2017-09-25,3.1597,629.48,1310.78,2924.08
2017-09-27,3.1929,637.54,1282.78,2931.58
2017-09-28,3.182,636.68,1287.3,2943.05
2017-09-29,3.1623,639.03,1279.75,2938.87
2017-10-02,3.1542,638.75,1271.13,2949.88
2017-10-03,3.1432,633.3,1271.66,2954.95
2017-10-04,3.133,631.67,1274.85,2934.8
2017-10-05,3.1537,628.63,1268.22,2926.13
2017-10-17,3.1605,623.28,1285.12,2949.43
2017-10-18,3.1707,626.73,1281.08,2923.65
2017-10-19,3.1716,625.2,1290.13,2918.55
2017-10-20,3.1935,629.11,1280.47,2937.68
2017-10-23,3.2351,631.97,1282.27,2947.99
2017-10-24,3.2473,632.35,1276.58,2977.5
2017-10-25,3.2347,629.6,1277.53,2998.57
2017-10-26,3.2975,633.05,1266.99,3015.23
2017-10-27,3.2356,631.27,1273.35,3010.5
2017-10-30,3.2806,638.84,1276.29,3011.57
2017-10-31,3.2713,635.33,1271.45,3040.5
2017-11-01,3.2667,636.45,1274.66,3056.7
2017-11-02,3.2575,629.89,1276.13,3033.46
2017-11-03,3.3141,634.58,1269.91,3038.8
2017-11-07,3.2731,634.44,1275.3,3026.9
2017-11-08,3.2503,632.46,1281.36,3020.13
2017-11-09,3.2504,630.76,1285.07,3011.75
2017-11-10,3.2838,630.89,1275.07,3006.22
2017-11-14,3.3151,631.97,1280.25,3016.91
2017-11-15,3.2575,633.28,1278.14,3026.02
2017-11-16,3.2771,630.51,1278.58,3015.89
2017-11-17,3.2592,626.85,1292.42,3004.21
2017-11-20,3.259,637.46,1276.92,3014.45
2017-11-21,3.2545,635.3,1280.61,2994.9
2017-11-22,3.2251,633.7,1292.12,2977.18
2017-11-23,3.2225,635.18,1291.47,2981.75
2017-11-24,3.2323,634.23,1288.37,2982.4
2017-11-27,3.2263,638.18,1294.52,2986.7
2017-11-28,3.2137,641.55,1293.98,3000.87
2017-11-29,3.2442,643.64,1283.64,3006.02
2017-11-30,3.2683,648.73,1275.01,3016.55
2017-12-01,3.2583,647.28,1280.62,3001.91
2017-12-04,3.2453,648.45,1276.18,2993.57
2017-12-05,3.2424,653.82,1265.77,2996.08
2017-12-06,3.2351,654.4,1263.37,3010.1
2017-12-07,3.2934,655.76,1247.22,3010.85
2017-12-11,3.3036,655.81,1242.02,3013.25
2017-12-12,3.3194,653.92,1244.49,3028.82
2017-12-13,3.3175,646.73,1255.5,3013.07
2017-12-14,3.3352,638.52,1252.96,2996.98
2017-12-15,3.3019,636.2,1256.44,2996.58
2017-12-18,3.2886,621.35,1262.26,2977.41
2017-12-19,3.2911,620.14,1261.7,2971.42
2017-12-20,3.2965,620.5,1265.57,2957.75
2017-12-21,3.3067,620.98,1266.6,2964.62
2017-12-22,3.3376,622.59,1274.16,2961.5
2017-12-26,3.3096,618.35,1283.1,2965.27
2017-12-27,3.317,616.94,1287.18,2973.8
2017-12-28,3.3132,614.91,1295.04,2986.84
2018-01-02,3.2619,606.67,1317.56,2932.5
2018-01-03,3.2385,606.99,1313.21,2902.8
2018-01-04,3.2308,605.42,1323.01,2887.69
2018-01-05,3.229,605.74,1319.59,2905.65
2018-01-09,3.2495,608.05,1312.85,2910.2
2018-01-10,3.2354,609.32,1316.89,2890.5
2018-01-11,3.2146,606.19,1322.44,2856.73
2018-01-12,3.2055,603.19,1337.64,2859.18
2018-01-15,3.2158,602.58,1339.99,2839.5
2018-01-16,3.2244,605.24,1338.41,2866.36
2018-01-17,3.2228,605.96,1326.84,2847.8
2018-01-18,3.2115,605.4,1327.03,2841.75
2018-01-19,3.1962,608.13,1331.84,2849.3
2018-01-22,3.2041,606.1,1333.92,2851.54
2018-01-23,3.2394,609.2,1341.21,2855.19
2018-01-24,3.142,602.99,1358.46,2812.77
2018-01-25,3.1325,598.82,1348.26,2790.5
2018-01-26,3.1482,601.73,1349.12,2810.95
2018-01-29,3.1553,603.75,1340.33,2846.5
2018-01-30,3.1814,607.36,1338.59,2849.1
2018-01-31,3.1869,601.2,1345.14,2826.71
2018-02-01,3.1704,596.85,1348.79,2790.77
2018-02-02,3.2196,603.0,1333.39,2839.34
2018-02-05,3.2532,601.19,1339.67,2846.5
2018-02-06,3.2348,599.58,1324.16,2828.7
2018-02-07,3.2713,595.0,1318.39,2845.4
2018-02-08,3.2852,602.78,1318.76,2887.0
2018-02-09,3.3021,603.83,1316.65,2941.77
2018-02-12,3.2439,599.28,1322.7,2889.69
2018-02-13,3.2439,597.35,1329.55,2904.5
2018-02-14,3.2247,594.95,1350.73,2870.05
2018-02-15,3.2313,593.34,1353.67,2853.06
2018-02-16,3.2304,593.27,1346.96,2845.13
2018-02-19,3.2334,594.85,1346.46,2844.3
2018-02-20,3.2533,595.21,1329.19,2861.2
2018-02-21,3.2662,594.9,1324.63,2882.23
2018-02-22,3.2522,594.34,1332.05,2861.8
2018-02-23,3.2387,591.44,1328.71,2840.89
2018-02-26,3.2249,587.19,1333.68,2836.68
2018-02-27,3.2504,591.0,1318.36,2857.85
2018-02-28,3.2477,594.28,1318.31,2863.78
2018-03-01,3.2515,595.21,1317.03,2878.5
2018-03-02,3.2534,599.15,1322.75,2879.77
2018-03-05,3.2431,598.55,1320.11,2855.71
2018-03-06,3.211,599.46,1334.56,2851.26
2018-03-07,3.2437,602.69,1325.57,2865.03
2018-03-08,3.2649,606.18,1321.99,2874.99
2018-03-09,3.2559,602.71,1323.93,2869.52
2018-03-12,3.262,603.85,1323.1,2845.52
2018-03-13,3.2609,602.63,1326.51,2853.3
2018-03-14,3.2607,601.17,1324.85,2843.4
2018-03-15,3.2852,605.63,1316.1,2845.02
2018-03-16,3.2808,608.26,1314.24,2852.65
2018-03-20,3.3116,610.63,1311.31,2870.43
2018-03-21,3.2729,605.78,1332.24,2849.47
2018-03-22,3.3152,607.71,1329.03,2859.9
2018-03-23,3.3126,607.77,1347.33,2841.38
2018-03-26,3.3143,605.07,1353.5,2800.52
2018-03-27,3.3257,604.41,1345.05,2781.93
2018-03-28,3.3216,604.28,1325.01,2795.02
2018-04-02,3.3112,605.35,1341.29,2792.54
2018-04-03,3.3407,603.51,1332.74,2778.65
2018-04-04,3.3298,603.49,1333.19,2793.5
2018-04-05,3.3452,603.43,1326.57,2790.57
2018-04-06,3.3682,605.05,1333.03,2792.92
2018-04-09,3.422,603.8,1336.35,2777.41
2018-04-10,3.4089,601.04,1339.64,2767.75
2018-04-11,3.3747,597.91,1353.38,2716.88
2018-04-12,3.413,596.81,1334.94,2704.78
2018-04-13,3.4229,594.48,1346.2,2708.18
2018-04-16,3.4195,596.45,1345.93,2725.2
2018-04-17,3.408,596.38,1347.52,2723.89
2018-04-18,3.3804,594.59,1349.41,2710.19
2018-04-19,3.3844,595.53,1345.53,2731.7
2018-04-20,3.413,596.01,1336.36,2758.7
2018-04-23,3.4526,602.79,1324.83,2814.05
2018-04-24,3.4734,598.67,1330.35,2783.31
2018-04-25,3.4852,604.16,1323.13,2810.84
2018-04-26,3.4756,602.98,1316.8,2816.37
2018-04-27,3.4574,607.84,1324.0,2804.66
2018-04-30,3.5072,613.66,1315.39,2799.51
2018-05-02,3.5504,619.05,1304.96,2829.74
2018-05-03,3.5272,619.65,1312.06,2857.83
2018-05-04,3.5293,621.71,1314.5,2844.84
2018-05-07,3.551,629.46,1314.21,2828.52
2018-05-08,3.5617,634.76,1314.63,2864.7
2018-05-09,3.5924,633.27,1312.72,2860.82
2018-05-10,3.5499,624.29,1321.6,2822.08
2018-05-11,3.6003,619.78,1319.3,2836.13
2018-05-15,3.6549,632.05,1290.53,2873.57
2018-05-16,3.6761,630.23,1290.73,2856.42
2018-05-17,3.6968,632.32,1290.79,2904.5
2018-05-18,3.7377,636.76,1293.04,2923.93
2018-05-21,3.6778,627.31,1292.6,2876.48
2018-05-22,3.6481,624.86,1291.14,2853.5
2018-05-23,3.6284,624.14,1293.41,2875.54
2018-05-24,3.6469,625.88,1304.63,2858.0
2018-05-25,3.6534,623.66,1302.25,2887.71
2018-05-28,3.7348,624.59,1299.04,2879.0
2018-05-29,3.7256,629.91,1298.77,2902.87
2018-05-30,3.7239,627.92,1301.38,2874.79
2018-05-31,3.6333,632.01,1298.51,2889.53
2018-06-01,3.7661,631.1,1293.4,2864.8
2018-06-05,3.8091,632.28,1296.4,2866.4
2018-06-06,3.8513,628.85,1296.4,2829.0
2018-06-07,3.9043,631.82,1297.18,2845.45
2018-06-08,3.7091,630.9,1298.17,2855.38
2018-06-12,3.7193,636.78,1295.97,2858.52
2018-06-13,3.7216,632.41,1299.31,2855.08
2018-06-14,3.8066,635.85,1302.25,2860.01
2018-06-15,3.7295,633.85,1278.94,2890.75
2018-06-18,3.747,637.13,1278.32,2920.63
2018-06-19,3.7469,639.6,1274.66,2920.03
2018-06-20,3.7721,638.78,1267.86,2923.31
2018-06-21,3.7694,640.24,1267.19,2944.19
2018-06-22,3.7856,636.71,1270.56,2914.28
2018-06-25,3.7745,639.96,1265.64,2929.12
2018-06-26,3.8019,640.88,1259.04,2922.77
2018-06-27,3.8624,645.63,1252.35,2935.07
2018-06-28,3.8605,649.92,1248.25,2946.42
2018-06-29,3.8765,654.35,1252.6,2930.5
2018-07-03,3.8974,649.85,1252.73,2901.89
2018-07-04,3.9137,652.34,1254.99,2906.26
2018-07-05,3.932,656.45,1257.91,2874.18
2018-07-06,3.8629,656.78,1255.48,2871.39
2018-07-09,3.8725,651.93,1257.68,2883.09
2018-07-10,3.8147,646.91,1255.54,2868.14
2018-07-11,3.8763,653.16,1241.96,2893.15
2018-07-12,3.8809,647.53,1247.39,2871.73
2018-07-13,3.8518,650.72,1244.32,2862.0
2018-07-16,3.8604,650.33,1240.93,2868.81
2018-07-17,3.8386,653.43,1227.54,2867.75
2018-07-18,3.8492,653.33,1227.51,2863.46
2018-07-19,3.8313,662.55,1222.97,2884.0
2018-07-23,3.783,663.51,1224.5,2904.75
2018-07-24,3.7488,654.57,1224.52,2893.73
2018-07-25,3.6906,649.29,1231.63,2881.6
2018-07-26,3.7471,647.25,1222.69,2879.77
2018-07-27,3.7121,642.91,1224.22,2886.02
2018-07-30,3.7297,638.41,1221.45,2868.72
2018-07-31,3.7574,636.66,1224.15,2888.66
2018-08-01,3.7503,641.45,1215.96,2894.23
2018-08-02,3.7496,644.68,1207.83,2903.61
2018-08-03,3.7074,642.8,1214.9,2889.83
2018-08-06,3.7364,646.76,1207.64,2901.21
2018-08-08,3.772,645.46,1213.88,2909.0
2018-08-09,3.8005,647.66,1212.47,2915.51
2018-08-10,3.8618,654.93,1210.57,2940.75
2018-08-13,3.8836,661.33,1193.5,3003.44
2018-08-14,3.8671,665.03,1194.09,3002.65
2018-08-15,3.9047,664.42,1174.85,3052.1
2018-08-16,3.9069,665.93,1174.16,3024.25
2018-08-17,3.9104,670.26,1184.25,3020.0
2018-08-21,4.0483,663.52,1195.99,2990.96
2018-08-22,4.0433,663.03,1195.8,2965.64
2018-08-23,4.1135,667.95,1185.56,2985.69
2018-08-24,4.104,660.75,1205.35,2954.1
2018-08-27,4.0814,658.02,1211.38,2933.85
2018-08-28,4.1375,662.54,1201.0,2965.0
2018-08-29,4.1063,666.17,1206.6,3000.0
2018-08-30,4.1492,678.28,1199.98,3025.0
2018-08-31,4.054,682.74,1201.15,3053.5
2018-09-03,4.1582,684.76,1201.27,3046.15
2018-09-04,4.1605,693.07,1191.52,3089.95
2018-09-05,4.1461,687.84,1196.73,3093.78
2018-09-06,4.0587,689.1,1199.98,3093.25
2018-09-07,4.1117,690.72,1196.93,3070.93
2018-09-10,4.0868,696.73,1195.88,3066.0
2018-09-11,4.1532,696.66,1198.59,3088.0
2018-09-12,4.1617,689.44,1206.24,3055.0
2018-09-13,4.207,680.93,1201.47,3019.7
2018-09-14,4.1741,687.43,1194.85,3026.0
2018-09-17,4.1343,687.0,1201.46,3013.25
2018-09-18,4.1635,687.0,1198.36,3007.1
2018-09-19,4.1287,687.0,1204.04,3019.1
2018-09-20,4.0772,669.32,1207.18,3014.5
2018-09-21,4.0489,664.13,1200.04,3007.66
2018-09-24,4.0901,670.3,1199.03,2992.25
2018-09-25,4.076,667.73,1201.22,3001.0
